Name,Country,Starting Year,Ending Year,Matches,Batting Runs,Highest Score,Batting Average,Hundreds,Wickets,Best Bowling Figures Wickets,Best Bowling Figures Runs,Bowling Average,5 Wickets,Average Difference,Wicketkeeper
BE Young,AUS,1998,1999,6,31,18,15.5,0,1,1,26,251,0,-235.49,no
NP Kenjige,USA,2019,2020,5,7,6*,7,0,5,2,15,28.8,0,-21.79,no
Aamer Hanif,PAK,1993,1995,5,89,36*,44.5,0,4,3,36,30.5,0,14,no
S Abid Ali,INDIA,1974,1975,5,93,70,31,0,7,2,22,26.71,0,4.28,no
CJ Adams,ENG,1998,2000,5,71,42,17.75,0,-,-,-,-,-,-,no
Adnan Akmal,PAK,2011,2012,5,62,27,20.66,0,-,-,-,-,-,-,yes
DI Allan,KENYA,2011,2013,5,71,27,14.2,0,2,1,22,40,0,-25.79,no
TR Ambrose,ENG,2008,2008,5,10,6,2.5,0,-,-,-,-,-,-,no
GJAF Aponso,NL,1996,1996,5,120,58,30,0,2,1,57,128.5,0,-98.49,no
Asim Butt,SCOT,1999,1999,5,23,11,5.75,0,4,2,24,37,0,-31.24,no
PJ Bakker,NL,1996,1996,5,1,1*,-,0,3,2,51,71.66,0,-,no
OAC Banks,WI,2003,2005,5,83,33,16.6,0,7,2,24,27,0,-10.39,no
Bazid Khan,PAK,2004,2008,5,131,66,26.2,0,0,-,-,-,0,-,no
RL Bhudia,KENYA,2008,2009,5,122,47,24.4,0,3,2,42,50.33,0,-25.93,no
MI Black,WI,2001,2001,5,4,4,2,0,0,-,-,-,0,-,no
GA Briant,ZIM,1993,1993,5,39,16,13,0,-,-,-,-,-,-,no
JE Brinkley,SCOT,1999,1999,5,52,23,10.4,0,2,1,29,58.5,0,-48.09,no
PA Browne,WI,2008,2008,5,134,49*,33.5,0,-,-,-,-,-,-,no
DK Butler,WI,2005,2006,5,25,13*,25,0,3,1,25,62.66,0,-37.66,no
IW Callen,AUS,1978,1982,5,6,3*,6,0,5,3,24,29.6,0,-23.59,no
PE Cantrell,NL,1996,1996,5,160,47,32,0,3,1,18,56.66,0,-24.66,no
NE Clarke,NL,1996,1996,5,50,32,10,0,-,-,-,-,-,-,no
DJ Cullen,AUS,2006,2006,5,2,2*,-,0,2,2,25,73.5,0,-,no
D Dasgupta,INDIA,2001,2001,5,51,24*,17,0,-,-,-,-,-,-,no
AG Davies,SCOT,1999,1999,5,83,32,20.75,0,-,-,-,-,-,-,no
GJ Delany,IRE,2020,2020,5,67,22,13.4,0,1,1,29,74,0,-60.59,no
CJ Drum,NZ,1999,1999,5,9,7*,-,0,4,2,31,65.25,0,-,no
SF Dukanwala,UAE,1996,1996,5,84,40*,42,0,6,5,29,25.5,1,16.5,no
NR Dyer,SCOT,1999,1999,5,3,2*,3,0,5,2,26,23.4,0,-20.39,no
FM Engineer,INDIA,1974,1975,5,114,54*,38,0,-,-,-,-,-,-,no
Fahad Alhashmi,UAE,2008,2015,5,0,0,0,0,6,2,39,33.66,0,-33.66,no
Fareed Ahmad,AFG,2014,2017,5,1,1*,-,0,5,3,65,28.6,0,-,no
Fayyaz Butt,OMAN,2019,2019,5,33,32*,16.5,0,3,2,28,55,0,-38.49,no
PG Gillespie,IRE,2006,2007,5,2,2,0.5,0,-,-,-,-,-,-,no
GJ Gilmour,AUS,1974,1975,5,42,28*,42,0,16,6,14,10.31,2,31.68,no
Golam Faruq,BDESH,1986,1990,5,44,23*,22,0,2,1,22,58,0,-35.99,no
JOA Gordon,CAN,2012,2014,5,7,4,3.5,0,6,3,26,31.83,0,-28.33,no
TG Gordon,CAN,2011,2011,5,27,9,5.4,0,0,-,-,-,0,-,no
TGJ Gruijters,NL,2010,2013,5,68,32,22.66,0,2,2,37,39.5,0,-16.83,no
OJ Hairs,SCOT,2010,2010,5,68,27,13.6,0,-,-,-,-,-,-,no
TJ Heggelman,NL,2010,2011,5,27,22,5.4,0,5,3,29,17.2,0,-11.79,no
CK Hooper,CAN,2007,2010,5,49,27,16.33,0,3,1,17,60.33,0,-43.99,no
Humayun Farhat,PAK,2001,2001,5,60,39,20,0,-,-,-,-,-,-,no
Izatullah Dawlatzai,AFG,2010,2015,5,7,6*,3.5,0,8,4,38,18.25,0,-14.74,no
Jahangir Shah,BDESH,1986,1990,5,16,8*,8,0,2,2,23,86,0,-77.99,no
S Jeganathan,SL,1983,1988,5,25,20*,8.33,0,5,2,45,41.6,0,-33.26,no
RA Jones,NZ,2003,2003,5,168,63,33.6,0,-,-,-,-,-,-,no
E Katchay,CAN,2008,2009,5,23,12,11.5,0,4,3,39,35.75,0,-24.24,no
MF Kent,AUS,1981,1981,5,78,33,19.5,0,-,-,-,-,-,-,no
S Keshvani,CAN,2009,2009,5,21,17,10.5,0,0,-,-,-,0,-,no
RWT Key,ENG,2003,2004,5,54,19,10.8,0,-,-,-,-,-,-,no
SP Khakurel,NEPAL,2018,2020,5,94,50,18.8,0,-,-,-,-,-,-,no
Khalid Latif,PAK,2008,2010,5,147,64,29.4,0,-,-,-,-,-,-,no
LJ Koen,SA,1997,2000,5,82,28,16.4,0,-,-,-,-,-,-,no
BL Kotze,NAM,2003,2003,5,27,24*,9,0,3,2,51,92,0,-82.99,no
BP Kruger,NL,2010,2011,5,32,15,10.66,0,3,3,21,43.66,0,-32.99,no
B Laughlin,AUS,2009,2009,5,1,1*,-,0,4,1,28,54.75,0,-,no
Mahbubul Alam,BDESH,2009,2009,5,81,59,40.5,0,7,2,42,40,0,0.5,no
JS Malhotra,USA,2019,2019,5,52,18,10.4,0,-,-,-,-,-,-,no
GC Martin,ZIM,1994,1995,5,31,16,7.75,0,2,1,15,47.5,0,-39.74,no
JP Millmow,NZ,1990,1990,5,0,0*,-,0,4,2,22,58,0,-,no
A Mithun,INDIA,2010,2011,5,51,24,17,0,3,2,32,67.66,0,-50.66,no
Mohammad Hasnain,PAK,2019,2019,5,28,28,14,0,5,2,52,60.6,0,-46.59,no
Mohammad Iqbal,CAN,2007,2008,5,54,30,10.8,0,-,-,-,-,-,-,no
Mohammad Ishaq,UAE,1994,1996,5,98,51*,24.5,0,-,-,-,-,-,-,no
Mohammed Qasim,UAE,2017,2017,5,94,41,18.8,0,2,1,13,35.5,0,-16.69,no
Moin-ul-Atiq,PAK,1988,1989,5,199,105,39.8,1,-,-,-,-,-,-,no
Mosharraf Hossain,BDESH,2008,2016,5,26,8,6.5,0,4,3,24,36.75,0,-30.24,no
CT Mumba,ZIM,2016,2020,5,20,13,10,0,6,3,69,40.83,0,-30.83,no
AMN Munasinghe,SL,1994,1996,5,13,8,4.33,0,4,3,30,36.5,0,-32.16,no
R Murray,ZIM,2018,2018,5,108,47,27,0,-,-,-,-,-,-,no
Nasir Aziz,UAE,2014,2015,5,82,60,27.33,0,3,1,50,85.66,0,-58.33,no
Najmul Hossain Shanto,BDESH,2018,2020,5,55,29,11,0,-,-,-,-,-,-,no
Nazmul Islam,BDESH,2018,2018,5,7,7,7,0,5,2,38,44.8,0,-37.79,no
TS Nethula,NZ,2012,2012,5,12,9*,6,0,5,2,41,49.8,0,-43.79,no
ARM Opatha,SL,1975,1979,5,29,18,9.66,0,5,3,31,36,0,-26.33,no
RK Paudel,NEPAL,2018,2020,5,86,55,17.2,0,-,-,-,-,-,-,no
AJ Penn,NZ,1997,2001,5,23,15,11.5,0,1,1,50,201,0,-189.49,no
OL Pitcher,BMUDA,2007,2007,5,72,30,14.4,0,0,-,-,-,0,-,no
CA Pujara,INDIA,2013,2014,5,51,27,10.2,0,-,-,-,-,-,-,no
Raees Ahmadzai,AFG,2009,2010,5,88,39,29.33,0,0,-,-,-,0,-,no
IR Redpath,AUS,1971,1975,5,46,24,9.2,0,-,-,-,-,-,-,no
NA Saini,INDIA,2019,2020,5,53,45,53,0,5,2,58,60.2,0,-7.19,no
G Salmond,SCOT,1999,1999,5,57,31,11.4,0,-,-,-,-,-,-,no
DP Samaraweera,SL,1993,1994,5,91,49,22.75,0,-,-,-,-,-,-,no
Saqib Ali,UAE,2008,2014,5,84,25*,21,0,1,1,44,57,0,-35.99,no
Saqlain Haider,UAE,2014,2016,5,58,28,14.5,0,-,-,-,-,-,-,no
Sarandeep Singh,INDIA,2002,2003,5,47,19,15.66,0,3,2,34,60,0,-44.33,no
MMC Schewe,NL,1996,1996,5,49,20,16.33,0,-,-,-,-,-,-,no
RH Scholte,NL,2002,2003,5,39,12,7.8,0,-,-,-,-,-,-,no
Shan Masood,PAK,2019,2019,5,111,50,22.2,0,-,-,-,-,-,-,no
R Shepherd,WI,2019,2020,5,15,8,5,0,4,2,32,43.5,0,-38.49,no
MJ Smith,ENG,1973,1974,5,70,31,14,0,-,-,-,-,-,-,no
MJ Smith,SCOT,1999,1999,5,19,13,3.8,0,-,-,-,-,-,-,no
JT Smuts,SA,2020,2020,5,163,84,54.33,0,3,2,42,32.33,0,22,no
G Snyman,NAM,2003,2003,5,5,5,1.25,0,6,3,69,46.83,0,-45.58,no
JH Stander,SCOT,2009,2012,5,44,22*,11,0,6,2,25,27.66,0,-16.66,no
IM Stanger,SCOT,1999,2006,5,50,27,10,0,0,-,-,-,0,-,no
CEL Stuart,WI,2001,2001,5,3,3*,-,0,8,5,44,25.62,1,-,no
SJ Swanepoel,NAM,2003,2003,5,43,23,8.6,0,-,-,-,-,-,-,no
AR Tait,NZ,1998,1999,5,35,13*,11.66,0,3,2,37,29.33,0,-17.66,no
SP Terry,IRE,2016,2016,5,32,16,6.4,0,-,-,-,-,-,-,no
GC Tonge,WI,2009,2009,5,10,5,5,0,5,4,25,44.8,0,-39.79,no
PM Toohey,AUS,1978,1979,5,105,54*,52.5,0,-,-,-,-,-,-,no
TE Tucker,BMUDA,2008,2009,5,-,-,-,-,7,4,56,22.42,0,-,no
PA van Meekeren,NL,2013,2019,5,30,15*,-,0,4,2,30,40.25,0,-,no
M van Schoor,NAM,2003,2003,5,58,24,14.5,0,-,-,-,-,-,-,no
RJ van Vuuren,NAM,2003,2003,5,26,14,8.66,0,8,5,43,37.25,1,-28.58,no
Waheed Ahmed,UAE,2019,2020,5,46,23,11.5,0,1,1,20,66,0,-54.49,no
PN Webb,NZ,1983,1984,5,38,10*,9.5,0,-,-,-,-,-,-,no
SG Whittingham,SCOT,2017,2019,5,7,3*,3.5,0,8,3,58,28,0,-24.49,no
KJ Wright,AUS,1979,1979,5,29,23,14.5,0,-,-,-,-,-,-,no
K Zondo,SA,2018,2018,5,142,54,35.5,0,-,-,-,-,-,-,no
Zulfiqar Babar,PAK,2014,2015,5,35,14*,17.5,0,4,2,52,61.5,0,-43.99,no
Aamer Yamin,PAK,2015,2018,4,95,62,95,0,2,1,38,77,0,18,no
Abdur Rauf,PAK,2008,2008,4,-,-,-,-,8,3,24,26.5,0,-,no
Abid Ali,PAK,2019,2019,4,191,112,47.75,1,-,-,-,-,-,-,no
Afzaal Haider,HKG,2004,2008,4,22,22,7.33,0,4,1,31,56.75,0,-49.41,no
Akhtar Sarfraz,PAK,1997,1998,4,66,25,16.5,0,-,-,-,-,-,-,no
Ankur Vasishta,HKG,2014,2014,4,36,18,12,0,-,-,-,-,-,-,no
Arshad Ali,UAE,2004,2008,4,54,41,13.5,0,1,1,5,105,0,-91.49,no
B Arun,INDIA,1986,1987,4,21,8,10.5,0,1,1,43,103,0,-92.49,no
Asad Ali,PAK,2013,2013,4,13,11,6.5,0,2,1,22,57.5,0,-50.99,no
RJ Bailey,ENG,1985,1990,4,137,43*,68.5,0,0,-,-,-,0,-,no
S Bhari,NEPAL,2020,2020,4,19,11,9.5,0,11,4,5,9.36,0,0.13,no
BS Browne,WI,1994,1994,4,8,8*,8,0,2,2,50,78,0,-69.99,no
CE Bulfin,NZ,1999,1999,4,9,7*,9,0,0,-,-,-,0,-,no
J Cameron-Dow,IRE,2019,2019,4,7,7*,-,0,5,3,32,30.2,0,-,no
TK Canning,NZ,2003,2005,4,52,23*,17.33,0,5,2,30,40.6,0,-23.26,no
PH Carlson,AUS,1979,1979,4,11,11,5.5,0,2,1,21,35,0,-29.49,no
SJ Cook,SA,1991,1993,4,67,35,16.75,0,-,-,-,-,-,-,yes
SM Curran,ENG,2018,2020,4,24,15,8,0,2,2,44,67,0,-58.99,no
BCJ Cutting,AUS,2013,2014,4,53,27,26.5,0,5,3,45,31.6,0,-5.09,no
D Daesrath,CAN,2012,2013,4,95,40,31.66,0,2,1,13,24,0,7.66,no
SS Das,INDIA,2001,2002,4,39,30,13,0,-,-,-,-,-,-,no
NA David,INDIA,1997,1997,4,9,8*,-,0,4,3,21,33.25,0,-,no
RR David,CAN,2008,2010,4,82,48,27.33,0,2,2,30,37,0,-9.66,no
SG Davies,ZIM,1996,1996,4,67,45,16.75,0,-,-,-,-,-,-,no
M de Lange,SA,2012,2016,4,-,-,-,-,10,4,46,19.8,0,-,no
AM de Silva,SL,1986,1993,4,12,8,6,0,-,-,-,-,-,-,no
GN de Silva,SL,1983,1985,4,9,7,9,0,0,-,-,-,0,-,no
BL D'Oliveira,ENG,1971,1972,4,30,17,10,0,3,1,19,46.66,0,-36.66,no
BR Dorey,AUS,2006,2006,4,2,2,2,0,2,1,12,73,0,-70.99,no
SA Edwards,NL,2018,2019,4,71,44*,35.5,0,-,-,-,-,-,-,no
Elias Sunny,BDESH,2011,2012,4,2,1*,1,0,5,2,21,32.2,0,-31.19,no
CR Foggo,BMUDA,2008,2008,4,106,60,26.5,0,0,-,-,-,0,-,no
JC Gamage,SL,1995,1995,4,8,7*,-,0,3,2,17,34.66,0,-,no
WCA Ganegama,SL,2001,2006,4,7,7,3.5,0,2,2,27,44,0,-40.49,no
WT Gavera,PNG,2014,2017,4,4,4*,-,0,5,3,49,32,0,-,no
Z Groenewald,NAM,2019,2019,4,4,3,4,0,11,5,20,11.81,1,-7.81,no
SP Heaney,CAN,2006,2006,4,41,19,10.25,0,-,-,-,-,-,-,no
CW Henderson,SA,2001,2001,4,-,-,-,-,7,4,17,18.85,0,-,no
PA Horne,NZ,1987,1987,4,50,18,12.5,0,-,-,-,-,-,-,no
N Ifill,CAN,2003,2006,4,16,9,5.33,0,0,-,-,-,0,-,no
Iftikhar Ahmed,PAK,2015,2019,4,68,32*,34,0,1,1,31,101,0,-66.99,no
AP Igglesden,ENG,1994,1994,4,20,18,10,0,2,2,12,61,0,-50.99,no
Intikhab Alam,PAK,1973,1976,4,17,10,8.5,0,4,2,36,29.5,0,-20.99,no
Iqbal Sikander,PAK,1992,1992,4,1,1*,-,0,3,1,30,49,0,-,no
Jasdeep Singh,USA,2019,2019,4,11,11,3.66,0,5,4,51,20.8,0,-17.13,no
Joginder Sharma,INDIA,2004,2007,4,35,29*,35,0,1,1,28,115,0,-79.99,no
MMA Jonkman,NL,2007,2010,4,20,13,10,0,6,3,22,18.83,0,-8.83,no
D Joseph,CAN,2003,2003,4,13,9*,-,0,5,2,42,34,0,-,no
Junaid Zia,PAK,2003,2003,4,2,2*,2,0,3,3,21,42.33,0,-40.33,no
LWS Kaluperuma,SL,1975,1982,4,33,14*,-,0,2,1,35,68.5,0,-,no
Kamran Shazad,UAE,2014,2015,4,22,13,11,0,7,3,41,29.85,0,-18.85,no
RB Kerr,AUS,1985,1985,4,97,87*,32.33,0,-,-,-,-,-,-,no
BA King,WI,2019,2020,4,97,39,24.25,0,-,-,-,-,-,-,no
FJ Klaassen,NL,2018,2019,4,30,13,15,0,10,3,30,15,0,0,no
CKB Kulasekara,SL,2011,2012,4,38,19,12.66,0,0,-,-,-,0,-,no
GFJ Liebenberg,SA,1995,1998,4,94,39,23.5,0,-,-,-,-,-,-,no
SW Lubbers,NL,1996,1996,4,24,9,8,0,5,3,48,37.4,0,-29.39,no
CA Lynn,AUS,2017,2018,4,75,44,18.75,0,-,-,-,-,-,-,no
PD McGlashan,NZ,2009,2009,4,63,56*,63,0,-,-,-,-,-,-,no
LD Madushanka,SL,2017,2017,4,14,7,4.66,0,4,2,70,43,0,-38.33,no
Mafizur Rahman,BDESH,1997,1997,4,53,16,17.66,0,0,-,-,-,0,-,no
S Mahmood,ENG,2020,2020,4,12,12,12,0,5,2,36,31.2,0,-19.19,no
GA Manou,AUS,2009,2009,4,7,7,7,0,-,-,-,-,-,-,no
KP Meiyappan,UAE,2019,2020,4,12,12,6,0,6,4,37,21.33,0,-15.33,no
Mohammad Aslam,UAE,1996,1996,4,38,23,9.5,0,-,-,-,-,-,-,no
Mohammad Nazir,PAK,1980,1984,4,4,2*,-,0,3,2,37,52,0,-,no
PJK Mooney,IRE,2006,2007,4,12,11*,12,0,0,-,-,-,0,-,no
Mujahid Jamshed,PAK,1997,1997,4,27,23,13.5,0,1,1,6,6,0,7.5,no
J Mulder,IRE,2017,2017,4,15,15*,-,0,5,3,57,31,0,-,no
Najeeb Amar,HKG,2004,2008,4,38,21,12.66,0,3,2,40,57.33,0,-44.66,no
Naveen-ul-Haq,AFG,2016,2019,4,9,8*,9,0,6,3,60,33.5,0,-24.49,no
SV Nayak,INDIA,1981,1982,4,3,3,3,0,1,1,51,161,0,-157.99,no
Nurul Abedin,BDESH,1986,1990,4,15,13,3.75,0,-,-,-,-,-,-,no
G Onions,ENG,2009,2009,4,1,1,1,0,4,2,58,46.25,0,-45.24,no
FN Otieno,KENYA,2010,2010,4,16,8,4,0,0,-,-,-,0,-,no
JV Paranjpe,INDIA,1998,1998,4,54,27,18,0,-,-,-,-,-,-,no
D Paterson,SA,2017,2019,4,-,-,-,-,4,3,44,54.25,0,-,no
MJ Petrie,SCOT,2009,2009,4,3,3,1.5,0,-,-,-,-,-,-,no
AR Pitcher,BMUDA,2006,2007,4,36,30,9,0,-,-,-,-,-,-,no
CT Radley,ENG,1978,1978,4,250,117*,83.33,1,-,-,-,-,-,-,no
LN Rajbanshi,NEPAL,2019,2020,4,5,3*,-,0,0,-,-,-,0,-,no
LS Rajput,INDIA,1985,1987,4,9,8,3,0,0,-,-,-,0,-,no
D Ramnarine,WI,1997,2001,4,5,2,1.66,0,3,2,52,54.66,0,-52.99,no
SK Ranasinghe,SL,1986,1986,4,55,41,18.33,0,3,1,28,32,0,-13.66,no
D Ranatunga,SL,1990,1990,4,49,25,12.25,0,-,-,-,-,-,-,no
B Regmi,NEPAL,2018,2019,4,13,12,3.25,0,4,2,49,29.25,0,-25.99,no
MH Richardson,NZ,2002,2002,4,42,26,10.5,0,-,-,-,-,-,-,no
MW Rushmere,SA,1992,1992,4,78,35,19.5,0,-,-,-,-,-,-,no
HD Rutherford,NZ,2013,2013,4,15,11,3.75,0,-,-,-,-,-,-,no
Saeed Azad,PAK,1995,1996,4,65,31,16.25,0,-,-,-,-,-,-,no
IDK Salisbury,ENG,1993,1994,4,7,5,7,0,5,3,41,35.4,0,-28.39,no
AM Salvi,INDIA,2003,2003,4,4,4*,2,0,4,2,15,30,0,-27.99,no
Sami Aslam,PAK,2015,2016,4,78,45,19.5,0,-,-,-,-,-,-,no
BB Seebaran,CAN,2003,2003,4,4,4*,4,0,1,1,61,130,0,-125.99,no
TAP Sekhar,INDIA,1983,1985,4,-,-,-,-,5,3,23,25.6,0,-,no
R Sharma,INDIA,2011,2012,4,1,1,1,0,6,3,43,29.5,0,-28.49,no
Shuvagata Hom,BDESH,2011,2011,4,70,35*,35,0,0,-,-,-,0,-,no
L Sipamla,SA,2020,2020,4,10,10*,-,0,2,1,40,61,0,-,no
Skhawat Ali,HKG,2008,2014,4,46,28,11.5,0,0,-,-,-,0,-,no
CL Smith,ENG,1984,1984,4,109,70,27.25,0,2,2,8,14,0,13.25,no
D Soraine,CAN,2006,2012,4,14,6,3.5,0,3,2,57,31.33,0,-27.83,no
L Sreekumar,UAE,2015,2016,4,61,28,15.25,0,-,-,-,-,-,-,no
GB Stevenson,ENG,1980,1981,4,43,28*,43,0,7,4,33,17.85,0,25.14,no
SL Stewart,NZ,2010,2010,4,26,14,6.5,0,-,-,-,-,-,-,no
OP Stone,ENG,2018,2018,4,9,9*,-,0,1,1,23,97,0,-,no
Tabarak Dar,HKG,2004,2008,4,101,36,25.25,0,-,-,-,-,-,-,no
APB Tennekoon,SL,1975,1979,4,137,59,34.25,0,-,-,-,-,-,-,no
DJ Terbrugge,SA,2000,2000,4,5,5,5,0,4,4,20,26.25,0,-21.24,no
CP Tremain,AUS,2016,2016,4,23,23*,23,0,7,3,64,36.42,0,-13.42,no
MS Tshabalala,SA,2007,2007,4,2,2*,-,0,3,1,30,50.33,0,-,no
S Tyagi,INDIA,2009,2010,4,1,1*,-,0,3,1,15,48,0,-,no
PS Vaidya,INDIA,1995,1996,4,15,12,7.5,0,4,2,41,43.5,0,-35.99,no
T van der Gugten,NL,2012,2013,4,4,2,2,0,8,5,24,10.62,1,-8.62,no
SL Watkin,ENG,1994,1994,4,4,4,2,0,7,4,49,27.57,0,-25.57,no
DS Wesonga,KENYA,2010,2011,4,61,33,20.33,0,2,2,28,14,0,6.33,no
BA Westdijk,NL,2011,2011,4,1,1*,0.5,0,1,1,56,195,0,-194.49,no
AGD Wickremasinghe,SL,1992,1993,4,2,2,2,0,-,-,-,-,-,-,no
LJ Woodcock,NZ,2011,2011,4,14,11,14,0,3,2,58,51.66,0,-37.66,no
RD Woolley,AUS,1983,1983,4,31,16,31,0,-,-,-,-,-,-,no
Yamin Ahmadzai,AFG,2015,2019,4,3,3*,3,0,2,1,23,69.5,0,-66.49,no
Zulqarnain Haider,PAK,2010,2010,4,48,19*,24,0,-,-,-,-,-,-,no
ME Sanuth,OMAN,2020,2020,3,46,40,23,0,0,-,-,-,0,-,no
Abdul Shakoor,UAE,2015,2018,3,54,24,18,0,-,-,-,-,-,-,no
MA Agarwal,INDIA,2020,2020,3,36,32,12,0,-,-,-,-,-,-,yes
JP Agnew,ENG,1985,1985,3,2,2*,-,0,3,3,38,40,0,-,no
MJD Allingham,SCOT,1999,1999,3,11,6,3.66,0,-,-,-,-,-,-,no
S Amarnath,INDIA,1978,1978,3,100,62,33.33,0,-,-,-,-,-,-,no
J Angel,AUS,1994,1995,3,0,0,0,0,4,2,47,28.25,0,-28.24,no
HAG Anthony,WI,1995,1995,3,23,21,7.66,0,3,2,47,47.66,0,-39.99,no
Ashfaq Ahmed,PAK,1994,1994,3,-,-,-,-,0,-,-,-,0,-,no
Atiq-uz-Zaman,PAK,2000,2000,3,34,18,17,0,-,-,-,-,-,-,no
MRCN Bandaratilleke,SL,1998,1998,3,0,0,0,0,2,2,34,55.5,0,-55.49,no
Bilal Asif,PAK,2015,2015,3,40,38,13.33,0,5,5,25,19.2,1,-5.86,no
RJ Blakey,ENG,1992,1993,3,25,25,12.5,0,-,-,-,-,-,-,no
D Brown,WI,2001,2002,3,10,9,10,0,5,3,21,24.8,0,-14.79,no
VR Brown,NZ,1988,1988,3,44,32,14.66,0,1,1,24,75,0,-60.33,no
DE Budge,SCOT,2018,2019,3,62,27,20.66,0,1,1,21,26,0,-5.33,no
RO Butcher,ENG,1980,1981,3,58,52,19.33,0,-,-,-,-,-,-,no
C Campher,IRE,2020,2020,3,127,68,127,0,5,2,50,28.8,0,98.2,no
NM Carter,SCOT,2013,2013,3,0,0,0,0,5,3,27,26.4,0,-26.39,no
DL Chahar,INDIA,2018,2019,3,18,12,18,0,2,1,37,64.5,0,-46.49,no
CJD Chappell,CAN,1979,1979,3,38,19,12.66,0,-,-,-,-,-,-,no
U Chatterjee,INDIA,1995,1995,3,6,3*,6,0,3,2,35,39,0,-32.99,no
DB Close,ENG,1972,1972,3,49,43,16.33,0,0,-,-,-,0,-,no
PG Coman,NZ,1973,1974,3,62,38,20.66,0,-,-,-,-,-,-,no
NGB Cook,ENG,1984,1989,3,-,-,-,-,5,2,18,19,0,-,no
MJ Cosgrove,AUS,2006,2006,3,112,74,37.33,0,1,1,1,13,0,24.33,no
CS Cowdrey,ENG,1985,1985,3,51,46*,25.5,0,2,1,3,27.5,0,-1.99,no
IC Davis,AUS,1974,1977,3,12,11*,6,0,-,-,-,-,-,-,no
Dawlat Ahmadzai,AFG,2009,2010,3,-,-,-,-,1,1,40,121,0,-,no
LA Dawson,ENG,2016,2018,3,14,10,7,0,3,2,70,32,0,-24.99,no
BFW de Leede,NL,2018,2019,3,32,30,10.66,0,1,1,3,15,0,-4.33,no
FA Dennis,CAN,1979,1979,3,47,25,15.66,0,-,-,-,-,-,-,no
R Dhawan,INDIA,2016,2016,3,12,9,12,0,1,1,74,160,0,-147.99,no
BM Duckett,ENG,2016,2016,3,123,63,41,0,-,-,-,-,-,-,no
Fahim Muntasir,BDESH,2001,2002,3,6,5,3,0,0,-,-,-,0,-,no
Fawad Ahmed,AUS,2013,2013,3,4,4*,-,0,3,1,39,48.33,0,-,no
Fayyaz Ahmed,UAE,2014,2016,3,47,37*,47,0,0,-,-,-,0,-,no
ER Fernando,SL,1975,1975,3,47,22,15.66,0,-,-,-,-,-,-,no
TJ Franklin,NZ,1983,1988,3,27,21,9,0,-,-,-,-,-,-,no
Frasat Ali,EAf,1975,1975,3,57,45,19,0,0,-,-,-,0,-,no
IS Gallage,SL,1999,2001,3,17,14,17,0,3,2,42,38.33,0,-21.33,no
D Gamage,SL,2003,2003,3,3,2*,3,0,2,1,26,41.5,0,-38.49,no
DJ Gandhi,INDIA,1999,2000,3,49,30,16.33,0,-,-,-,-,-,-,no
LV Garrick,WI,2001,2001,3,99,76,33,0,-,-,-,-,-,-,no
SC Getkate,IRE,2019,2019,3,23,16*,23,0,6,2,30,20,0,3,no
Ghulam Ali,PAK,1993,1995,3,53,38,17.66,0,-,-,-,-,-,-,no
LR Gibbs,WI,1973,1975,3,0,0*,-,0,2,1,12,29.5,0,-,no
Y Goonasekera,SL,1983,1983,3,69,35,23,0,1,1,24,35,0,-11.99,no
EL Gouka,NL,1996,1996,3,19,19,19,0,1,1,32,51,0,-31.99,no
Gurkeerat Singh,INDIA,2016,2016,3,13,8,6.5,0,0,-,-,-,0,-,no
Haafiz Shahid,PAK,1988,1988,3,11,7*,11,0,3,2,56,37.33,0,-26.33,no
JD Hall,IRE,2010,2010,3,28,15,9.33,0,-,-,-,-,-,-,no
JH Hampshire,ENG,1971,1972,3,48,25*,24,0,-,-,-,-,-,-,no
Harilal Shah,EAf,1975,1975,3,6,6,2,0,-,-,-,-,-,-,no
PL Harris,SA,2008,2008,3,-,-,-,-,3,2,30,27.66,0,-,no
O Henry,SA,1992,1992,3,20,11,10,0,2,1,31,62.5,0,-52.49,yes
KC Hodsoll,BMUDA,2007,2008,3,2,2*,2,0,3,2,48,33.33,0,-31.33,no
GW Humpage,ENG,1981,1981,3,11,6,5.5,0,-,-,-,-,-,-,no
R Illingworth,ENG,1971,1973,3,5,4,2.5,0,4,3,50,21,0,-18.49,no
IT Iqbal,KENYA,1996,1996,3,17,16,8.5,0,-,-,-,-,-,-,no
Jahangir Alam,BDESH,1997,1999,3,4,3,1.33,0,-,-,-,-,-,-,no
JA Jameson,ENG,1973,1975,3,60,28,20,0,0,-,-,-,0,-,no
Jawahir Shah,EAf,1975,1975,3,46,37,15.33,0,-,-,-,-,-,-,no
Jay Odedra,OMAN,2019,2020,3,-,-,-,-,5,4,34,20.2,0,-,no
K Jethi,CAN,2008,2008,3,87,46*,43.5,0,2,2,39,42.5,0,1,no
DI Joyce,IRE,2006,2007,3,29,18,9.66,0,-,-,-,-,-,-,no
Jubair Hossain,BDESH,2014,2015,3,5,5,5,0,4,2,41,28.5,0,-23.49,no
M Karg,NAM,2003,2003,3,45,41,22.5,0,-,-,-,-,-,-,no
F Kasteni,ZIM,2007,2007,3,18,9,6,0,-,-,-,-,-,-,no
S Kaul,INDIA,2018,2018,3,1,1,0.5,0,0,-,-,-,0,-,no
Khurram Nawaz,OMAN,2019,2019,3,26,17*,26,0,-,-,-,-,-,-,no
VJ Kingma,NL,2014,2019,3,-,-,-,-,2,1,47,53.5,0,-,no
